date,sales
2020-01-15,6747.0
2020-01-16,6717.0
2020-01-17,6504.0
2020-01-18,6846.0
2020-01-19,6381.0
2020-01-20,6537.0
2020-01-21,6720.0
2020-01-22,6354.0
2020-01-23,6330.0
2020-01-24,6543.0
2020-01-25,6396.0
2020-01-26,6612.0
2020-01-27,6330.0
2020-01-28,6612.0
2020-01-29,6411.0
2020-01-30,6255.0
2020-01-31,6675.0
2020-02-01,6594.0
2020-02-02,6744.0
2020-02-03,6621.0
2020-02-04,6552.0
2020-02-05,6660.0
2020-02-06,6420.0
2020-02-07,6852.0
2020-02-08,6555.0
2020-02-09,6903.0
2020-02-10,6633.0
2020-02-11,6933.0
2020-02-12,6642.0
2020-02-13,6624.0
2020-02-14,6621.0
2020-02-15,6504.0
2020-02-16,6804.0
2020-02-17,6732.0
2020-02-18,6675.0
2020-02-19,6528.0
2020-02-20,6345.0
2020-02-21,6891.0
2020-02-22,6534.0
2020-02-23,6702.0
2020-02-24,6552.0
2020-02-25,6492.0
2020-02-26,6462.0
2020-02-27,6405.0
2020-02-28,6474.0
2020-02-29,6579.0
2020-03-01,6537.0
2020-03-02,6438.0
2020-03-03,6309.0
2020-03-04,6657.0
2020-03-05,6858.0
2020-03-06,6558.0
2020-03-07,6693.0
2020-03-08,6681.0
2020-03-09,6777.0
2020-03-10,6834.0
2020-03-11,6423.0
2020-03-12,6630.0
2020-03-13,6543.0
2020-03-14,6732.0
2020-03-15,6552.0
2020-03-16,6624.0
2020-03-17,6705.0
2020-03-18,6588.0
2020-03-19,6657.0
2020-03-20,6690.0
2020-03-21,6666.0
2020-03-22,6723.0
2020-03-23,6522.0
2020-03-24,6522.0
2020-03-25,6747.0
2020-03-26,6996.0
2020-03-27,6507.0
2020-03-28,6567.0
2020-03-29,6900.0
2020-03-30,6519.0
2020-03-31,6630.0
2020-04-01,6408.0
2020-04-02,6849.0
2020-04-03,6816.0
2020-04-04,6708.0
2020-04-05,6798.0
2020-04-06,6804.0
2020-04-07,6723.0
2020-04-08,6798.0
2020-04-09,6372.0
2020-04-10,6624.0
2020-04-11,6270.0
2020-04-12,6642.0
2020-04-13,6693.0
2020-04-14,6345.0
2020-04-15,7002.0
2020-04-16,6507.0
2020-04-17,6504.0
2020-04-18,6291.0
2020-04-19,6909.0
2020-04-20,6600.0
2020-04-21,6591.0
2020-04-22,6324.0
2020-04-23,6684.0
2020-04-24,6447.0
2020-04-25,6576.0
2020-04-26,6498.0
2020-04-27,6339.0
2020-04-28,6642.0
2020-04-29,6801.0
2020-04-30,6627.0
2020-05-01,6753.0
2020-05-02,6270.0
2020-05-03,6528.0
2020-05-04,6396.0
2020-05-05,6447.0
2020-05-06,6747.0
2020-05-07,6483.0
2020-05-08,6591.0
2020-05-09,6444.0
2020-05-10,6663.0
2020-05-11,6483.0
2020-05-12,6600.0
2020-05-13,6822.0
2020-05-14,6777.0
2020-05-15,6477.0
2020-05-16,6681.0
2020-05-17,6699.0
2020-05-18,6684.0
2020-05-19,6471.0
2020-05-20,6597.0
2020-05-21,6702.0
2020-05-22,6315.0
2020-05-23,6657.0
2020-05-24,6780.0
2020-05-25,6342.0
2020-05-26,6489.0
2020-05-27,6684.0
2020-05-28,6249.0
2020-05-29,6588.0
2020-05-30,6777.0
2020-05-31,6729.0
2020-06-01,6624.0
2020-06-02,7038.0
2020-06-03,6528.0
2020-06-04,6651.0
2020-06-05,6354.0
2020-06-06,6825.0
2020-06-07,6687.0
2020-06-08,6444.0
2020-06-09,6237.0
2020-06-10,6483.0
2020-06-11,6639.0
2020-06-12,6609.0
2020-06-13,6606.0
2020-06-14,6984.0
2020-06-15,6558.0
2020-06-16,6621.0
2020-06-17,6474.0
2020-06-18,6645.0
2020-06-19,6429.0
2020-06-20,6420.0
2020-06-21,6768.0
2020-06-22,6366.0
2020-06-23,6876.0
2020-06-24,6621.0
2020-06-25,6471.0
2020-06-26,6732.0
2020-06-27,6372.0
2020-06-28,6705.0
2020-06-29,6549.0
2020-06-30,6681.0
2020-07-01,6657.0
2020-07-02,6714.0
2020-07-03,6498.0
2020-07-04,6651.0
2020-07-05,6708.0
2020-07-06,6216.0
2020-07-07,6690.0
2020-07-08,6567.0
2020-07-09,6813.0
2020-07-10,6309.0
2020-07-11,6252.0
2020-07-12,6687.0
2020-07-13,6954.0
2020-07-14,6267.0
2020-07-15,6525.0
2020-07-16,6642.0
2020-07-17,6885.0
2020-07-18,6876.0
2020-07-19,6720.0
2020-07-20,6711.0
2020-07-21,6762.0
2020-07-22,6648.0
2020-07-23,6705.0
2020-07-24,6411.0
2020-07-25,6756.0
2020-07-26,6591.0
2020-07-27,6360.0
2020-07-28,6495.0
2020-07-29,6636.0
2020-07-30,6414.0
2020-07-31,6120.0
2020-08-01,6735.0
2020-08-02,6591.0
2020-08-03,6483.0
2020-08-04,6519.0
2020-08-05,6612.0
2020-08-06,6534.0
2020-08-07,6615.0
2020-08-08,6924.0
2020-08-09,6624.0
2020-08-10,6444.0
2020-08-11,6360.0
2020-08-12,6861.0
2020-08-13,6486.0
2020-08-14,6714.0
2020-08-15,6621.0
2020-08-16,6711.0
2020-08-17,6516.0
2020-08-18,6582.0
2020-08-19,6573.0
2020-08-20,6486.0
2020-08-21,6339.0
2020-08-22,6810.0
2020-08-23,6828.0
2020-08-24,6852.0
2020-08-25,6453.0
2020-08-26,6810.0
2020-08-27,6669.0
2020-08-28,6516.0
2020-08-29,6624.0
2020-08-30,6678.0
2020-08-31,6516.0
2020-09-01,6657.0
2020-09-02,6675.0
2020-09-03,6588.0
2020-09-04,6384.0
2020-09-05,6690.0
2020-09-06,6948.0
2020-09-07,6660.0
2020-09-08,6297.0
2020-09-09,6354.0
2020-09-10,6735.0
2020-09-11,6753.0
2020-09-12,6687.0
2020-09-13,6186.0
2020-09-14,7002.0
2020-09-15,6585.0
2020-09-16,6675.0
2020-09-17,6327.0
2020-09-18,6567.0
2020-09-19,6762.0
2020-09-20,6411.0
2020-09-21,6909.0
2020-09-22,6507.0
2020-09-23,6495.0
2020-09-24,6498.0
2020-09-25,6495.0
2020-09-26,6372.0
2020-09-27,6456.0
2020-09-28,6726.0
2020-09-29,6594.0
2020-09-30,6636.0
2020-10-01,6504.0
2020-10-02,6834.0
2020-10-03,6171.0
2020-10-04,6558.0
2020-10-05,6774.0
2020-10-06,6633.0
2020-10-07,6525.0
2020-10-08,6918.0
2020-10-09,6264.0
2020-10-10,6561.0
2020-10-11,6552.0
2020-10-12,6684.0
2020-10-13,6414.0
2020-10-14,6609.0
2020-10-15,6498.0
2020-10-16,6474.0
2020-10-17,6585.0
2020-10-18,6531.0
2020-10-19,6459.0
2020-10-20,6699.0
2020-10-21,6588.0
2020-10-22,6765.0
2020-10-23,6378.0
2020-10-24,6573.0
2020-10-25,6591.0
2020-10-26,6462.0
2020-10-27,6498.0
2020-10-28,6708.0
2020-10-29,6543.0
2020-10-30,6924.0
2020-10-31,6762.0
2020-11-01,6579.0
2020-11-02,6660.0
2020-11-03,6630.0
2020-11-04,6612.0
2020-11-05,6474.0
2020-11-06,6558.0
2020-11-07,6639.0
2020-11-08,6795.0
2020-11-09,6486.0
2020-11-10,6705.0
2020-11-11,6648.0
2020-11-12,6510.0
2020-11-13,6414.0
2020-11-14,6450.0
2020-11-15,6777.0
2020-11-16,6795.0
2020-11-17,6471.0
2020-11-18,6882.0
2020-11-19,6489.0
2020-11-20,6387.0
2020-11-21,6510.0
2020-11-22,6552.0
2020-11-23,6690.0
2020-11-24,6594.0
2020-11-25,6897.0
2020-11-26,6969.0
2020-11-27,6555.0
2020-11-28,6858.0
2020-11-29,6702.0
2020-11-30,6582.0
2020-12-01,6582.0
2020-12-02,6594.0
2020-12-03,6666.0
2020-12-04,6555.0
2020-12-05,6567.0
2020-12-06,6258.0
2020-12-07,6321.0
2020-12-08,6861.0
2020-12-09,6825.0
2020-12-10,6447.0
2020-12-11,6642.0
2020-12-12,6504.0
2020-12-13,6510.0
2020-12-14,6612.0
2020-12-15,6693.0
2020-12-16,6744.0
2020-12-17,6453.0
2020-12-18,6882.0
2020-12-19,6618.0
2020-12-20,6576.0
2020-12-21,6366.0
2020-12-22,6483.0
2020-12-23,6675.0
2020-12-24,6462.0
2020-12-25,6699.0
2020-12-26,6639.0
2020-12-27,6798.0
2020-12-28,6702.0
2020-12-29,6576.0
2020-12-30,6429.0
2020-12-31,6858.0
2021-01-01,6501.0
2021-01-02,6501.0
2021-01-03,6735.0
2021-01-04,6792.0
2021-01-05,6405.0
2021-01-06,6912.0
2021-01-07,6711.0
2021-01-08,6513.0
2021-01-09,6606.0
2021-01-10,6396.0
2021-01-11,6513.0
2021-01-12,6330.0
2021-01-13,6546.0
2021-01-14,6582.0
2021-01-15,8795.0
2021-01-16,8985.0
2021-01-17,8990.0
2021-01-18,8910.0
2021-01-19,9200.0
2021-01-20,9385.0
2021-01-21,8810.0
2021-01-22,9080.0
2021-01-23,8705.0
2021-01-24,8800.0
2021-01-25,8715.0
2021-01-26,8840.0
2021-01-27,8090.0
2021-01-28,8740.0
2021-01-29,9050.0
2021-01-30,9225.0
2021-01-31,9050.0
2021-02-01,8935.0
2021-02-02,9060.0
2021-02-03,8705.0
2021-02-04,9105.0
2021-02-05,8745.0
2021-02-06,8925.0
2021-02-07,8225.0
2021-02-08,9075.0
2021-02-09,9105.0
2021-02-10,8355.0
2021-02-11,8915.0
2021-02-12,8965.0
2021-02-13,9480.0
2021-02-14,9240.0
2021-02-15,8875.0
2021-02-16,9190.0
2021-02-17,9330.0
2021-02-18,8850.0
2021-02-19,8645.0
2021-02-20,9185.0
2021-02-21,9000.0
2021-02-22,8535.0
2021-02-23,9295.0
2021-02-24,9030.0
2021-02-25,8605.0
2021-02-26,9390.0
2021-02-27,8760.0
2021-02-28,8745.0
2021-03-01,9220.0
2021-03-02,9110.0
2021-03-03,8810.0
2021-03-04,8965.0
2021-03-05,8470.0
2021-03-06,8760.0
2021-03-07,9020.0
2021-03-08,9135.0
2021-03-09,8925.0
2021-03-10,8975.0
2021-03-11,8650.0
2021-03-12,9375.0
2021-03-13,8635.0
2021-03-14,9250.0
2021-03-15,9375.0
2021-03-16,9580.0
2021-03-17,9135.0
2021-03-18,8650.0
2021-03-19,9090.0
2021-03-20,9405.0
2021-03-21,8930.0
2021-03-22,9215.0
2021-03-23,8870.0
2021-03-24,8555.0
2021-03-25,8985.0
2021-03-26,9080.0
2021-03-27,8870.0
2021-03-28,9145.0
2021-03-29,8770.0
2021-03-30,8925.0
2021-03-31,9155.0
2021-04-01,9380.0
2021-04-02,9165.0
2021-04-03,8855.0
2021-04-04,9455.0
2021-04-05,9050.0
2021-04-06,9390.0
2021-04-07,8335.0
2021-04-08,8625.0
2021-04-09,9300.0
2021-04-10,9000.0
2021-04-11,9345.0
2021-04-12,8985.0
2021-04-13,9015.0
2021-04-14,8985.0
2021-04-15,8830.0
